Isolate	YearMonth	year	month	species	final genotype	name	confidence	num QRDR	parC_S80I	gyrA_S83L	gyrA_S83A	gyrA_D87G	gyrA_D87N	gyrA_D87Y	ESBL	Quinolone	Other antimicrobial	Trimethoprim	Quinolone/Triclosan	Streptomycin	Sulfonamide	Tetracycline	Macrolide	Gentamicin	Chloramphenicol	Beta-lactamase (not ESBL or carbapenemase)	Beta-lactamase (unknown spectrum)	ESBL (AmpC type)	NC_007385_plasmid_cover	NC_009345_plasmid_cover	NC_009346_plasmid_cover	NC_009347_plasmid_cover	pKSR100_plasmid_cover	ipaH	VIRULENCE_PLASMID	CLUSTER	SEROTYPE	O_ANTIGEN	H_ANTIGEN
AUSMDU00020139	2018_09	2018	9	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00020269	2018_09	2018	9	S. sonnei	3.7.25	MSM4	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	20-29%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00020271	2018_09	2018	9	S. sonnei	3.6.1	CipR_parent	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	dfrA1*	NA	aph(3'')-Ib*	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00021308	2018_09	2018	9	S. sonnei	3.6.1	CipR_parent	strong	1	0	1	0	0	0	0	NA	gyrA_S83L	sat2	dfrA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00020502	2018_09	2018	9	S. sonnei	3.6.2	Central Asia III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aph(3'')-Ib*,aph(6)-Id*"	sul2	NA	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	<10%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00020514	2018_09	2018	9	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00020543	2018_09	2018	9	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00020566	2018_10	2018	10	S. sonnei	2.10.1	Latin America IIa	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(6)-Id"	sul2	NA	NA	NA	NA	NA	NA	NA	<10%	70-79%	<10%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00020608	2018_09	2018	9	S. sonnei	2.6.2	-	strong	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	<10%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00020621	2018_09	2018	9	S. sonnei	3.6.1.1.3	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	30-39%	<10%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00020648	2018_10	2018	10	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00021017	2018_10	2018	10	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	30-39%	<10%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00021168	2018_10	2018	10	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00021169	2018_10	2018	10	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00021335	2018_10	2018	10	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00022451	2018_10	2018	10	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00022452	2018_10	2018	10	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00021939	2018_10	2018	10	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)*	NA	NA	NA	NA	NA	NA	<10%	>90%	<10%	<10%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00021950	2018_11	2018	11	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib"	sul2	tet(A)*	NA	NA	NA	NA	NA	NA	70-79%	>90%	>90%	>90%	20-29%	+	38	CSS	SS	SS	NA
AUSMDU00022008	2018_10	2018	10	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	0	1	0	NA	"gyrA_D87N,gyrA_S83L,parC_S80I"	sat2	dfrA1*	NA	aph(3'')-Ib*	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	<10%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00022201	2018_11	2018	11	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	aadA1	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	>90%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00022202	2018_11	2018	11	S. sonnei	2.6.2	-	strong	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	<10%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00022537	2018_11	2018	11	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00022573	2018_11	2018	11	S. sonnei	3.7.29.1.4.1	Global III VN2.KH1.Aus	strong	1	0	1	0	0	0	0	blaCTX-M-27	gyrA_S83L	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	60-69%	20-29%	>90%	80-89%	+	0	CSS	SS	NA	NA
AUSMDU00022744	2018_11	2018	11	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00022703	2018_11	2018	11	S. sonnei	3.7.18	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	aadA1	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00022858	2018_11	2018	11	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00022981	2018_11	2018	11	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	60-69%	>90%	30-39%	>90%	20-29%	+	1	CSS	SS	NA	NA
AUSMDU00022983	2018_11	2018	11	S. sonnei	3.7.18	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	aadA1	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00023055	2018_11	2018	11	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00023090	2018_11	2018	11	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00023421	2018_12	2018	12	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	aadA5	sul1	NA	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	<10%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00023426	2018_12	2018	12	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00023511	2018_11	2018	11	S. sonnei	3.7.29.1.4.1	Global III VN2.KH1.Aus	strong	1	0	1	0	0	0	0	blaCTX-M-27	gyrA_S83L	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib,aph(6)-Id"	sul2	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	<10%	60-69%	20-29%	>90%	80-89%	+	0	CSS	SS	NA	NA
AUSMDU00024110	2018_12	2018	12	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	NA	NA	NA	NA	NA	NA	NA	NA	NA	70-79%	<10%	30-39%	>90%	20-29%	+	38	CSS	SS	SS	NA
AUSMDU00024326	2018_12	2018	12	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00024497	2019_01	2019	1	S. sonnei	2.6.2	-	strong	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	<10%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00024498	2019_01	2019	1	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00024500	2019_01	2019	1	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00024556	2019_01	2019	1	S. sonnei	3.6.1.1.1	CipR.SEA	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	NA	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00024557	2019_01	2019	1	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00024558	2019_01	2019	1	S. sonnei	3.6.1.1.1	CipR.SEA	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00024559	2019_01	2019	1	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00024747	2019_01	2019	1	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00024771	2019_01	2019	1	S. sonnei	3.6.1.1.1	CipR.SEA	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	60-69%	>90%	30-39%	>90%	20-29%	+	38	CSS	SS	SS	NA
AUSMDU00024819	2019_01	2019	1	S. sonnei	3.6.1.1.1	CipR.SEA	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	aph(3'')-Ib*	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00024821	2019_01	2019	1	S. sonnei	3.6.1.1.1	CipR.SEA	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00024822	2019_01	2019	1	S. sonnei	3.6.1.1.1	CipR.SEA	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	aph(3'')-Ib*	sul2	tet(A)	NA	NA	NA	NA	NA	NA	70-79%	>90%	30-39%	>90%	20-29%	+	38	CSS	SS	SS	NA
AUSMDU00024823	2019_01	2019	1	S. sonnei	3.7.3	Global III	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	"aadA1,aph(3'')-Ib"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	>90%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00024824	2019_01	2019	1	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	0	1	0	NA	"gyrA_D87N,gyrA_S83L,parC_S80I"	sat2	dfrA1*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70-79%	<10%	30-39%	>90%	20-29%	+	38	CSS	SS	SS	NA
AUSMDU00025433	2019_01	2019	1	S. sonnei	2.4.2	-	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA14	NA	NA	sul2	NA	NA	NA	NA	NA	NA	NA	60-69%	70-79%	<10%	<10%	60-69%	+	33	CSS	SS	NA	NA
AUSMDU00024876	2019_01	2019	1	S. sonnei	3.6.1.1.1	CipR.SEA	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	aph(3'')-Ib*	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00024878	2019_01	2019	1	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00024881	2019_01	2019	1	S. sonnei	3.6.1.1.1	CipR.SEA	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00024882	2019_01	2019	1	S. sonnei	3.6.1.1	CipR	strong	3	1	1	0	0	1	0	NA	"gyrA_D87N,gyrA_S83L,parC_S80I"	sat2	dfrA1*	NA	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	<10%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00024997	2019_01	2019	1	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00025008	2019_01	2019	1	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	10-19%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00025009	2019_01	2019	1	S. sonnei	3.6.1.1.1	CipR.SEA	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00025010	2019_01	2019	1	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)*	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00025011	2019_01	2019	1	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00026348	2019_01	2019	1	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00025274	2019_01	2019	1	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	NA	NA	NA	10-19%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00025275	2019_01	2019	1	S. sonnei	3.6.1.1.1	CipR.SEA	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	dfrA1*	gyrA_D87G	"aph(3'')-Ib*,aph(6)-Id"	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00025310	2019_01	2019	1	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	blaCTX-M-14	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id*"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00025485	2019_02	2019	2	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00025487	2019_02	2019	2	S. sonnei	3.6	Central Asia III	strong	0	0	0	0	0	0	0	NA	NA	NA	dfrA1	NA	aph(3'')-Ib*	sul2	tet(A)	NA	NA	NA	NA	NA	NA	<10%	>90%	30-39%	<10%	10-19%	+	0	CSS	SS	NA	NA
AUSMDU00025488	2019_02	2019	2	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00025489	2019_02	2019	2	S. sonnei	2.6	-	strong	0	0	0	0	0	0	0	NA	NA	sat2	dfrA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	<10%	<10%	10-19%	>90%	<10%	+	0	CSS	SS	NA	NA
AUSMDU00025608	2019_02	2019	2	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
AUSMDU00025830	2019_02	2019	2	S. sonnei	3.6.1.1.2	CipR.MSM5	strong	3	1	1	0	1	0	0	NA	"gyrA_S83L,parC_S80I"	sat2	"dfrA1*,dfrA17"	gyrA_D87G	"aadA5,aph(3'')-Ib*,aph(6)-Id"	"sul1,sul2"	tet(A)	"erm(B)*,mph(A)"	NA	NA	blaTEM-1	NA	NA	<10%	>90%	20-29%	>90%	>90%	+	0	CSS	SS	NA	NA
